이름,주소,운영 시간,평점,이미지 주소,SNS 링크,주차 정보,리뷰1,리뷰2,리뷰3,경치가 좋은,넓은,사람 많은,인테리어 예쁜,사진찍기 좋은,조용한
약령카페,대구 중구 약령길 33-38 1층,"영업 중 21:00에 영업 종료 21시 0분에 영업 종료, 월 08:00 - 21:00, 화 08:00 - 21:00, 수 08:00 - 21:00, 목 08:00 - 21:00, 금 08:00 - 21:00, 토 10:00 - 21:00, 일 10:00 - 21:00 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241014_248%2F1728869790494qPDAg_JPEG%2F20241013_120445.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241014_135%2F1728902384284m9XUn_JPEG%2F20241012_201916.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241014_193%2F1728874479800iqeqa_JPEG%2F20241012_201837.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241014_73%2F1728888409259PyrlJ_JPEG%2F20241014_153327.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241014_238%2F1728874695287qLDWw_JPEG%2F20241012_201916.jpg""",링크 없음,"주차 불가, 주차장 정보 없음",커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,3,3,0,14,5,1
살롱슈크레 더현대 대구점,대구 중구 달구벌대로 2077 더현대 대구점 지하1층 살롱슈크레,"영업 중 20:00에 영업 종료 20시 0분에 영업 종료, 월 10:30 - 20:00, 화 10:30 - 20:00, 수 10:30 - 20:00, 목 10:30 - 20:00, 금 10:30 - 20:30, 토 10:30 - 20:30, 일 10:30 - 20:30, - ※ 백화점 휴무일은 휴점합니다. 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240910_77%2F1725944189301y5VFq_JPEG%2F%25C6%25C4%25BF%25EE%25B5%25E5%25C4%25C9%25C0%25CD6%25B1%25B8.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240910_108%2F1725944164804KV0yV_JPEG%2F%25BA%25B8%25C6%25B2_%25C4%25ED%25BE%25D8%25C4%25ED_%25B7%25E7%25C5%25E4%25BD%25BA.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240910_90%2F17259441545878Hl7u_JPEG%2F%25BA%25B8%25C6%25B24%25B0%25B3.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240910_241%2F1725944146977Td9xH_JPEG%2F%25BA%25B8%25C6%25B2_7%25B0%25B3.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240910_6%2F17259441143743dKDs_JPEG%2F%25C8%25C4%25B8%25A3%25C3%25F7%25C6%25C4%25C6%25BC_1%25C8%25A3%252846%252C000%2529.jpg""",링크 없음,알 수 없음,,,,0,0,0,0,0,0
오피스커피,대구 중구 종로 7-2,"영업 종료 08:00에 영업 시작 8시 0분에 영업 시작, 월 08:00 - 16:00, 화 08:00 - 16:00, 수 08:00 - 16:00, 목 08:00 - 16:00, 금 08:00 - 16:00, 토 정기휴무 (매주 토요일), 일 정기휴무 (매주 일요일) 접기",4.77,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220519_113%2F1652951814760yYKUb_JPEG%2FKakaoTalk_20220512_143519426.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220519_23%2F1652951843821ovjSo_JPEG%2FKakaoTalk_20220512_143519426_01.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220519_11%2F1652951843854yN3os_JPEG%2FKakaoTalk_20220512_143519426_02.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210314_85%2F1615686892239UAwMI_JPEG%2FbCIUY1RSsjxvcGTngGl-zyH6.jpeg.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210314_53%2F1615686888023FqAqR_JPEG%2FOXBdeCwa_AsPhlhNOEhLIu3i.jpeg.jpg""","""https://www.instagram.com/officecoffee_daegu""",알 수 없음,커피가 맛있어요,가성비가 좋아요,친절해요,0,0,0,14,4,2
오설록티샵 더현대 대구,대구 중구 달구벌대로 2077 더현대 대구점 지하1층,"영업 중 20:00에 영업 종료 20시 0분에 영업 종료, 월 10:30 - 20:00, 화 10:30 - 20:00, 수 10:30 - 20:00, 목 10:30 - 20:00, 금 10:30 - 20:30, 토 10:30 - 20:30, 일 10:30 - 20:30 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230804_217%2F1691126349077mQcfr_JPEG%2F365322966_601651968747604_153021148596987251_n.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230804_1%2F1691126354591a4n51_JPEG%2F364704814_1019158199092374_3376322723931931384_n.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDEwMTBfMjE0%2FMDAxNzI4NTUzOTMyNjc3.jfeAU6EFhTKGtU8reJ0QlqHy5oMkB_DTZ332rMbpDtgg.BZcgRMtfOhqf1WL-IwQbdH8oOMmFm9KbLIhj9QbtMBsg.JPEG%2F1000052438.jpg.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzExMjhfMjEz%2FMDAxNzAxMTUwMDIxMTY1.D2NlYqsG83zrdGaMoq1LHreTWWrnd_IWA0QSdmEewzQg.PvpVP5kmfEHL46YrNMl7wN5ygvfDV_fKb5XkUXoau6Eg.JPEG%2F20231128_135354.jpg.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzExMDFfMjI3%2FMDAxNjk4ODQ0OTU1MTI2.IVUdMdiSTGdNukHTDH0Seo17mqXu9FwQVR68veV4IqUg.Sc3FZkRNkCmgUjxIcXe7pfHutMHfsYYS7fB5UuOggdAg.JPEG%2F20231101_163248.jpg""",링크 없음,알 수 없음,차가 맛있어요,음료가 맛있어요,디저트가 맛있어요,0,2,0,4,2,0
라푀유크로와상 더현대 대구,대구 중구 달구벌대로 2077 현대백화점대구점,"영업 중 백화점/식품관 20:00에 영업 종료, 월 백화점/식품관 10:30 - 20:00 식당가 10:30 - 22:00, 화 백화점/식품관 10:30 - 20:00 식당가 10:30 - 22:00, 수 백화점/식품관 10:30 - 20:00 식당가 10:30 - 22:00, 목 백화점/식품관 10:30 - 20:00 식당가 10:30 - 22:00, 금 백화점/식품관 10:30 - 20:30 식당가 10:30 - 22:00, 토 백화점/식품관 10:30 - 20:30 식당가 10:30 - 22:00, 일 백화점/식품관 10:30 - 20:30 식당가 10:30 - 22:00 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA1MTZfNiAg%2FMDAxNjg0MTcwNDc5MzUz.abC9VFFCwM9F8PXmwc7HS4V0J_3RAIUizd197-KkfGIg.GuGlicyfPry2h0rCrACuSaGB8VVCVLaJmjpb4Nxjxy0g.JPEG%2FE98A0705-BA57-4963-945A-E35149652A74.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDNfMTk5%2FMDAxNjc1NDI5MTU5NDI1.V-7wvxZP9kuqyvlg4KcGNX7kds4mJ3uqL1SgR60KlmQg.3gZ9LQmQ0H1cTNu5aVd37Y-pzWuObKXqsQpc2iTgYa0g.JPEG%2FD7392F52-4736-4CC3-B02D-C2D9F4356809.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA1MjNfMjE4%2FMDAxNjg0ODE3NDU2NDgy.6Q32u2NRwDuVMq7s-ewC3DJWcEbZnnUfa9f3Yw4AiTMg.HU3qBQVNZ6XF_psjYGX1LDqmwK-ViBTYKZHajxBrxCIg.JPEG%2F24E49B1C-A80D-42BD-8B19-F0F9FD8B7D4C.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA1MTZfMTYy%2FMDAxNjg0MTcwNDU5MjQ2.BNmrEIrntGqU6nmKUC8FGs-OCrgZgoSfbQDSCkd9Lggg.eyHanBx8bcysXa4ZOY99HpZKqUQqjw0jpAt7SO5Lc3cg.JPEG%2F65F2ECBE-D6A2-4835-A018-24C7AC0CC604.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA1MjNfMTE4%2FMDAxNjg0ODE3NDUyNTIz.UwDOJk11L_5vYNDaNiy6VpnWgjdlAmyj25Y_mTZaNM4g.uCfcNnk9ZkPMcdQT3tsAqtGr11Lm7pqMPxaG7oYlBGsg.JPEG%2F60DB837A-E9F1-4AEE-9C17-484628EE877C.jpeg""",링크 없음,알 수 없음,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,8,7,0,64,25,5
몬스터커피 반월당점,대구 중구 종로 9,운영 시간 정보 없음,4.32,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240213_114%2F1707804644367j7WHm_JPEG%2FKakaoTalk_20240130_145234947_02.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240213_196%2F1707804645959lUKoa_JPEG%2FKakaoTalk_20240130_145234947_03.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240213_27%2F1707804646237HMqCN_JPEG%2FKakaoTalk_20240130_145234947.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240613_22%2F1718264767060fLnjJ_JPEG%2F%25B9%25E8%25B4%25DE%25C0%25C7%25B9%25CE%25C1%25B7%25C6%25CF%25B5%25BF%25B5%25BF_%25B8%25F0%25C0%25BD%25C4%25C6_%25281%2529.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240613_77%2F1718264767100xlvQO_JPEG%2F%25B9%25E8%25B4%25DE%25C0%25C7%25B9%25CE%25C1%25B7%25B0%25FA%25C0%25CF%25C1%25D6%25BD%25BA_%25B8%25F0%25C0%25BD%25C4%25C6.jpg""","""https://www.monster-coffee.com/, https://blog.naver.com/monstercoffee01, https://www.youtube.com/@monstercoffee01""",알 수 없음,커피가 맛있어요,가성비가 좋아요,음료가 맛있어요,4,5,0,19,6,13
그래인스쿠키 더현대 대구,대구 중구 달구벌대로 2077 더현대 대구 지하1층,"영업 중 20:00에 영업 종료 20시 0분에 영업 종료, 월 10:30 - 20:00, 화 10:30 - 20:00, 수 10:30 - 20:00, 목 10:30 - 20:00, 금 10:30 - 20:30, 토 10:30 - 20:30, 일 10:30 - 20:30, - ※ 백화점 정기 휴무일에는 영업을 하지 않습니다. 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240125_232%2F1706149465554CSY60_JPEG%2FDSC03698.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240125_51%2F1706140948330u29hR_JPEG%2FKakaoTalk_20240124_164216696.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240125_68%2F1706149466966leA4K_JPEG%2FDSC03677.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240125_218%2F1706149467555cXIJK_JPEG%2FDSC03692.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240125_190%2F1706149468651f1Y83_JPEG%2FDSC03534.jpg""","""https://grains.co.kr/, https://smartstore.naver.com/grainscookie, https://www.instagram.com/grainscookie/""",알 수 없음,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,0,0,0,0,0,1
산들커피,대구 중구 약령길 24 1층,"오늘 휴무 매주 월요일 휴무 매주 월요일 휴무, 월 정기휴무 (매주 월요일), 화 10:30 - 21:00, 수 10:30 - 21:00, 목 10:30 - 21:00, 금 10:30 - 21:00, 토 10:30 - 21:00, 일 10:30 - 21:00 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221223_238%2F1671772406855hkDLx_JPEG%2F335DF7F3-783D-4D18-9D45-984AA92A494D.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMTVfMTcw%2FMDAxNjczNzY5ODU4MTQ4.G8zSqJo2B9nZfgxujiWUx3V52y7PO8OQPLiwYQ3lGm4g.YMzc1sz1c5msVAmLmIngKpx6x7rm5csCyzws7y0zeNsg.JPEG%2F20230113_152303.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAzMjlfMjcw%2FMDAxNjgwMDY0NTU1OTA4.SzyqtT2Q59B8Ta8R76LmQ2ejseO2HyUmgQt8Tlpt3Mcg.enPEhLHHyaqSbeOty5yQTbNeVsCX1CV04WoG8-hj9aMg.JPEG%2FF69E8374-5EC4-4C57-942A-C2ED1E543EAA.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDA5MDNfMTYz%2FMDAxNzI1Mzc1MDY1ODgw.BblfwPT9Q1uWbsgbOwHZkhAn4ji-BV3uhekLOZCuU8Yg.gJK-cAOGaDeBm1ax5qlzxiGTs7L4J4Mhi6YIii1mnv8g.JPEG%2F1000123281.jpg.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDAyMDRfNzYg%2FMDAxNzA3MDM3NTk5NjU5.8J9YC4fsHr3uQ_BXM1_lleEUIsJ5WmL6ycp3VaIcafkg.JSasI5qGOzXXUYGHffz4v0rwZ5vyZAaVzs8zeVCWxukg.JPEG%2FB8556BD8-68E8-4229-AE0D-6503E59CBF63.jpeg""","""https://www.instagram.com/sandeul_coffee""","주차 불가, 주차장 정보 없음",커피가 맛있어요,친절해요,대화하기 좋아요,2,1,0,2,0,0
청담커피 계산점,대구 중구 달구벌대로415길 5 1층,"영업 중 20:00에 영업 종료 20시 0분에 영업 종료, 월 08:30 - 20:00, 화 08:30 - 20:00, 수 08:30 - 20:00, 목 08:30 - 20:00, 금 08:30 - 20:00, 토 08:30 - 20:00, 일 08:30 - 20:00 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230102_283%2F1672619815501aOWLc_PNG%2FFDB48816-7AEA-4F5B-8B06-E97D28B1C016.png, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221017_21%2F1665968519038nLgI1_JPEG%2FKakaoTalk_20221017_095240870_01.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221017_255%2F1665968518805F1y9j_JPEG%2FKakaoTalk_20221017_095240870.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221017_129%2F1665968531285AyYpe_JPEG%2FKakaoTalk_20221017_095240870_02.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221017_239%2F1665968518963jqd87_JPEG%2FKakaoTalk_20221017_095240870_03.jpg""","""https://events.passorder.co.kr/100won-event-new, https://www.instagram.com/chungdamcoffee_gyesan""",알 수 없음,커피가 맛있어요,친절해요,음료가 맛있어요,3,0,0,19,3,2
버틀러커피 현대백화점 대구점,대구 중구 달구벌대로 2077,"영업 중 20:00에 영업 종료 20시 0분에 영업 종료, 월 10:30 - 20:00, 화 10:30 - 20:00, 수 10:30 - 20:00, 목 10:30 - 20:00, 금 10:30 - 20:30, 토 10:30 - 20:30, 일 10:30 - 20:30 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221117_48%2F1668661435774eRyfE_JPEG%2F20221116_161424.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMTFfMjU2%2FMDAxNjczNDQwOTIzNzE3.WQZ084-u0Vy2ArhT82bY-wTowa-dDW2RlzzhbWjmPGwg.OIXs_1p9jAgLHIaq35saVNb_TbJ6TegURDeyPkW4nVAg.JPEG%2F20230109_214117_679.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjEyMjdfOSAg%2FMDAxNjcyMTI1MTkyMzA2.q4-HMe9cfOshxNEoOOfmBiQgd6uFWclISJak6xpvEM0g.z0JABv6V117-lXLPYOy0m36dD5DxIVifAAlFjJBStc4g.JPEG%2F64EB002B-47B1-4483-A15B-CFE75B4C2171.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjEyMjdfMTgz%2FMDAxNjcyMTI1MTkyMjA1.9sEDcwwjBP5mzaoByqMfIiiGz67qjDYbuRsNJIwQw4wg.uHvfpEtkG-fcvBa68PseiNz0XcMZaPX9Xl5zCVdVgWIg.JPEG%2FB4B97400-8253-4702-892E-AD536F55E090.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjEyMjdfNTQg%2FMDAxNjcyMTI1MTkxNDA1.f49uADgUMxJzZXwh3AmCm1JmhcRkLC-oE9eYZG6t3Awg.Wax-q6AFzL3OuvwTxDtc728tv4ucDUq22GG-Fi3GaQYg.JPEG%2F93D11E87-0157-41C3-86AE-21E2B620F523.jpeg""",링크 없음,알 수 없음,커피가 맛있어요,음료가 맛있어요,친절해요,0,0,0,3,0,0
슈르르카 현대백화점 대구점,대구 중구 달구벌대로 2077 B1,"영업 중 22:00에 영업 종료 22시 0분에 영업 종료, 매일 10:30 - 22:00 접기",평점 없음,이미지 없음,링크 없음,알 수 없음,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,0,0,0,1,0,0
카페H 더현대대구,대구 중구 달구벌대로 2077 현대백화점,운영 시간 정보 없음,평점 없음,이미지 없음,링크 없음,알 수 없음,,,,0,0,0,0,0,0
마실,대구 중구 약령길 34-4,운영 시간 정보 없음,평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200402_88%2F1585830054302JpjwN_JPEG%2F-2G-jz9zZIt0p5WPTnimiLnQ.jpg""",링크 없음,알 수 없음,,,,0,0,0,0,0,0
카페계산,대구 중구 약령길 16-6,운영 시간 정보 없음,평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220307_112%2F1646606162932yF9bv_JPEG%2F20220301_155137.jpg""",링크 없음,알 수 없음,,,,0,0,0,0,0,0
이디야커피 대구만경관점,대구 중구 국채보상로 551,"영업 중 9월~6월 22:00에 영업 종료, 월 9월~6월 08:00 - 22:00 7월~8월 08:00 - 22:00, 화 9월~6월 08:00 - 22:00 7월~8월 08:00 - 22:00, 수 9월~6월 08:00 - 22:00 7월~8월 08:00 - 22:00, 목 9월~6월 08:00 - 22:00 7월~8월 08:00 - 22:00, 금 9월~6월 08:00 - 22:00 7월~8월 08:00 - 22:00, 토 9월~6월 09:00 - 22:00 7월~8월 09:00 - 22:00, 일 9월~6월 09:00 - 22:00 7월~8월 09:00 - 22:00 접기, 9월~6월 - 코로나로인해임시단축영업12:00~13:30 접기",4.41,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241029_23%2F1730160785870U6Pry_JPEG%2FSNS%25B1%25E2%25C5%25B8_%25B3%25D7%25C0%25CC%25B9%25F6%25C3%25A4%25B3%25CE_%25BD%25C3%25B1%25D7%25B4%25CF%25C3%25B3%25B6%25F3%25B6%25BC.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240906_191%2F1725582207456nelEA_JPEG%2FSNS%25B1%25E2%25C5%25B8_%25B3%25D7%25C0%25CC%25B9%25F6%25C3%25A4%25B3%25CE_%25B0%25A1%25C0%25BB%25C0%25BD%25B7%25E1.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240628_39%2F1719533281545iurUp_JPEG%2FSNS%25B1%25E2%25C5%25B8_%25B3%25BB%25B8%25BE%25B4%25EB%25B7%25CE_%25BE%25C6%25C0%25CC%25BD%25BA%25C6%25BC_%25B3%25D7%25C0%25CC%25B9%25F6%25C3%25A4%25B3%25CE.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMDlfMTU4%2FMDAxNjczMjU4OTI3NTA4.o1dwYfWjTZNbhnsa77knYQrIwPqqZC9gXYw5mRUf5zgg.phcNzi12Px8zDjzN4nHbNBs-EZ0spcKwpcC-Z7nn9ewg.JPEG%2F20230109_185359.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMDJfMTg2%2FMDAxNjcyNjUzMDI3MDY0.j_4mohyAIDKAwkuJ2So0eSL5-U3lwkkSkxrAISddeaIg.W7FnLwFsi83Vb885xdD_A5pcL0SH_Td2y4qkplg7Tbkg.JPEG%2F20230102_173419.jpg""","""https://blog.naver.com/ediya-coffee, http://www.ediya.com/, https://www.youtube.com/channel/UCK45lxAV_92LqR2DcQCP8Qg, https://www.facebook.com/iEDIYA, http://instagram.com/ediya.coffee""",알 수 없음,커피가 맛있어요,음료가 맛있어요,친절해요,9,6,0,8,4,21
할리스 만경관점,대구 중구 국채보상로 547 4층,"영업 중 24:00에 영업 종료 0시 0분에 영업 종료, 매일 09:00 - 24:00, - 첫 영화시작시간부터 마지막영화 시작까지 운영합니다. 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210302_125%2F161464487124061agC_JPEG%2FK15utTFWXeuNEny1JMXiV57W.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA0MTFfNTcg%2FMDAxNjgxMTkzMzA2MjM4.Z7OwFaR9qNZRdE2Qly0-o4FEhB4lGEusUGZN1ir6zVog.vSFXUKpZUP0pnFabiASC73Z0xdHgK5WirHoH137h3l0g.JPEG%2F9D244170-36CA-4812-A45F-73B55CD0FA9C.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDNfNDMg%2FMDAxNjc1MzYyNDM1OTIy.foiwp3C0XhYxV7eBPicHK8Yt-7L3gkZgFcYXLK4zXfYg.s1ScQHk8etvGo1b7hv9ZDzN_6W7bjVt67zBRYifkobMg.JPEG%2FDEE38C2E-DF86-443C-BCD1-610290ECA5DA.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAzMjlfMjY3%2FMDAxNjgwMDg5NTY5MzMw.ehN1KplNaQQZmh50-VvojGYJ_HNIj5hEjLTvagr3yhgg.6Hhvgcoas6Inb5sxo9kAyj8MFYBxNgpjgc3YQ2VN3xMg.JPEG%2FSNOW_20230326_170040_608.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzEyMjBfNjIg%2FMDAxNzAzMDM0NzkyOTU5.b6RjdopkoEUNAU23xcvqmzj2BJbO1sjskP3hAv0RsBsg.yInBZZU_P0_oIB5mT1FBjSgA0y_NIuSZO7eRblInWaog.JPEG%2F02477C1D-17BC-43EF-8E6C-7BAC24696EA8.jpeg""","""http://www.hollys.co.kr/, https://www.instagram.com/official_hollys/, https://www.facebook.com/EnjoyHollys""","주차가능, 주차장 정보 없음",커피가 맛있어요,음료가 맛있어요,친절해요,4,2,0,1,6,3
코리안키즈카페,대구 중구 종로 59 1층,운영 시간 정보 없음,평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200720_83%2F1595209432252KrV5W_JPEG%2F2wieOPvC80i4Ao_qMkmcBnIl.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200720_271%2F1595209439841nApgj_JPEG%2FpsBMPp9Rfv3_19vI5qSUH3vp.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200720_113%2F1595209447032t3OxO_JPEG%2FWtA8yYQQ6IVZcNSzNFMG19ux.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200720_125%2F1595209454722IpsLX_JPEG%2Fa8EcIVQ3mnUD9ufFkJO7_FeP.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200720_65%2F1595209462481UUfUX_JPEG%2FQWBDn6foswrCZ1miaCWX0oEe.jpg""",링크 없음,알 수 없음,,,,0,0,0,0,0,0
